Name	Value	Count	Avg
Quán 60	24	6	4
Quán 63 - Hủ Tiếu & Mì Xá Xíu Hoành Thánh	8	2	4
Quán 89	0	2	0
Quan 94	108	27	4
Quán A Mập	9	3	3
Quán Ăn  3 Miền	0	1	0
Quán ăn 63	4	1	4
Quán ăn 915 Hưng Phú	16	4	4
Quán Ăn Anh Thư	4	1	4
Quán ăn Cau Xanh	4	1	4
Quán Ăn Cây Khế - Bò Lá Lốt Mỡ Chài	4	1	4
Quán ăn Chay Viet Vegan 	4	1	4
Quán Ăn Chị Tôi - Món Quảng	9	2	4.5
Quán ăn Công Đoàn	4	1	4
Quán Ăn Công Đoàn - Cơm Văn Phòng	8	2	4
Quán Ăn Đối Chứng Cua 1 Càng	15	3	5
Quán Ăn Đối Chứng Cua 1 Càng - Kinh Dương Vương	7	2	3.5
Quán ăn đối chứng Cua 1 Càng - Phạm Văn Hai	4	1	4
Quán ăn gia đình - 193 Nhật Tảo	4	1	4
Quán Ăn Gia Đình Bạn Tôi - Nguyễn Thượng Hiền	8	2	4
Quán ăn gia đình R'Mập	4	1	4
Quán ăn Gia Đình Sài Gòn - Bò Né & Lẩu	14	5	2.8
Quán Ăn Gia Đình Sài Gòn - Đồng Đen	14	5	2.8
Quán ăn gia đình Sài Gòn - Lý Thường Kiệt	4	1	4
Quán Ăn Gia Đình Số 26	8	2	4
Quán ăn gia đình Vận Hảo	4	1	4
Quán Ăn Gió Đồi Thiên Ân	4	1	4
Quán Ăn Hải Sản Hậu Giang - Xô Viết Nghệ Tĩnh	6	2	3
Quán ăn Hàn Quốc	8	2	4
Quán Ăn Hàn Quốc - Dành Cho Người Việt	4	1	4
Quán Ăn Hoàng Dung - Bánh Canh Trảng Bàng	7	2	3.5
Quán Ăn Huế O Xuân - Nguyễn Hữu Cầu	8	2	4
Quán Ăn Huế O Xuân 2	4	1	4
Quán Ăn Lê Hiếu	6	2	3
Quán Ăn Leo's House	10	2	5
Quán Ăn Maika - Nguyễn Trãi	124	31	4
Quán ăn Maika - Phan Xích Long	80	16	5
Quán ăn Minh Mập	4	1	4
Quán Ăn Mr Lee - Nguyễn Thị Minh Khai	26	7	3.71
Quan An Ngon	226	63	3.59
Quán Ăn Ngon Hà Nội - Trần Não	4	1	4
Quán Ăn Nhật Bản Sushi Ko - Vĩnh Khánh	31	10	3.1
Quán ăn No.1 BBQ - Nguyễn Văn Linh	4	1	4
Quán Ăn Ông Bin Già - Bún Ốc & Bánh Đa Riêu Cua - Trần Huy Liệu	8	2	4
Quán ăn Phú Tùng	4	1	4
Quán Ăn Sài Gòn 2 - Ẩm Thực Trung Hoa	23	6	3.83
Quán Ăn Siêu Sạch - Bún Bò, Bún Mắm	4	1	4
Quán Ăn Tâm Ký - Huỳnh Tấn Phát	7	2	3.5
Quán Ăn Tâm Ký - Lê Văn Lương	4	1	4
Quán Ăn Tâm Ký - Nguyễn Thị Thập	16	4	4
Quán ăn Thanh Long	4	1	4
Quán ăn vặt - Võ Văn Tần	4	1	4
Quán Ăn Vặt 10k - Xô Viết Nghệ Tĩnh	4	1	4
Quán Ăn Vặt Cú Một Mí - Bàu Cát	25	5	5
Quán Ăn Vặt Hẻm 16 - Nguyễn Thiện Thuật	8	2	4
Quán ăn vặt hẻm 16 - Nguyễn Thiệt Thuật	15	3	5
Quán ăn vặt Huyền - Lương Định Của	5	1	5
Quán ăn vặt Tokbokki	0	5	0
Quán Anh - Hủ Tiếu Nam Vang	7	2	3.5
Quán Ba Chấm - Hủ Tiếu Hồ	50	10	5
Quán Ba Chấm - Hủ Tiếu Hồ - Bến Vân Đồn	8	2	4
Quán Ba Chí - Đặc Sản Cua	7	2	3.5
Quán Ba Chị Em 7-9-11	5	1	5
Quán Bà Dạng	4	1	4
Quán Bà Hoa - Bánh Tráng Nướng	5	1	5
Quán Bà Lâm	4	1	4
Quán Bangkok - Hủ Tiếu Thái	13	3	4.33
Quán Bành Mì Nướng Muối Ớt - Đường Số 6	4	1	4
Quán Bánh Sữa Pate Chiên Trứng	0	4	0
Quán Bánh Xèo Cô Thêm - Nguyễn Ảnh Thủ	6	2	3
Quán BBQ Lúa - Lẩu & Nướng	14	4	3.5
Quán Bé Hai - Bánh Canh Cua	9	2	4.5
Quán Bi Ốc - Chu Văn An	6	2	3
Quán Bia Tô	4	1	4
Quán Biển Tròn - Đặc Sản Nha Trang	7	2	3.5
Quán Bo mập - Huỳnh Tịnh Của 	4	1	4
Quán Bò Né Thanh Tuyền	4	1	4
Quán Bò Nhật Nam - CN1 - Lý Chính Thắng	7	2	3.5
Quán Bò Nhật Nam - CN2 - Nguyễn Trãi	7	2	3.5
Quan Bui	394	101	3.9
Quan Bui - Authentic Vietnamese Cuisine	92	21	4.38
Quán Bụi - Authentic Vietnamese Cuisine	32	8	4
Quán Bụi - Ngô Văn Năm	9	2	4.5
Quan Bui - Vietnamese Bistro	105	25	4.2
Quan Bui- Western Style	82	20	4.1
Quán bún - xiên que nướng - Nguyễn Văn Đậu	25	5	5
Quán Bún Bung Hà Nội - Thống Nhất	4	1	4
Quán Bún Cata	4	1	4
Quán bún chả - Chợ Nghĩa Tân	4	1	4
Quán Bún Cô Mai	8	2	4
Quán Bún Cô Mai - Bún Riêu - Bún Mì Xào	5	1	5
Quán Bún Đậu - Thăng Long	4	1	4
Quán Bún Mắm - Chợ Bến Thành	5	2	2.5
Quán Bún Riêu Nhà - 19E Kỳ Đồng	8	2	4
Quán Bún Thịt Nướng Cây Mận	8	2	4
Quán Cá Nục 2	5	1	5
Quán Cafe Tuổi Ngọc	3	1	3
Quán Cây Bàng	7	2	3.5
Quán Cây Bàng - Cháo, Gỏi Vịt	6	2	3
Quán Cây Dừa - Lẩu Dê	7	2	3.5
Quán cay Hít Hà	5	1	5
Quán Cây Sứ Phong Cua - Đặc sản Cua Cà Mau	20	5	4
Quán Chảnh - Đoàn Văn Bơ	49	11	4.45
Quán chay 111i	4	1	4
Quan Chay Ba La	21	5	4.2
Quán Chay Lá Bồ Đề - Chuyên Về Món Chay	8	2	4
Quán chay Ngọc Thọ	17	5	3.4
Quán Chay Phật Hữu Duyên - Văn Thân	29	6	4.83
Quán Chay Quan Âm	8	2	4
Quán Chay Thiên Ấn - Nguyễn Văn Luông	10	2	5
Quán Chay Thiện Duyên	4	1	4
Quán Chay Thiện Tâm - Sư Vạn Hạnh	16	4	4
Quan Chay Vo thuong	10	3	3.33
Quán Chay Vô Thường - Hoa Cau	6	2	3
Quán Chè Châu Giang	12	3	4
Quán Chè Cô Sâm	8	2	4
Quán chè Lão Tử - Chợ Thủ Đô	4	1	4
Quán chè Liên	4	1	4
Quán Chè Thi Thi - Tôn Đản	4	1	4
Quán Chị Dậu	4	1	4
Quán Chị Dậu - Nguyễn Trọng Tuyển	16	4	4
Quán Cô Ba - Bánh Căn, Bánh Xèo Phan Rang	13	3	4.33
Quán Cô Điệp - Bún Đậu Chả Giò	9	2	4.5
Quán Cô Hà - Bánh Mì Ốp La	7	2	3.5
Quán cơm & ăn vặt Hẻm 16	4	1	4
Quán Cơm Cây Keo - Trần Phú	2	1	2
Quán Cơm Chay Thanh Lương	4	1	4
Quán Cơm Số 1 - Lê Đức Thọ	9	2	4.5
Quán Cơm Số 7	4	1	4
Quán cua Hoa	95	19	5
Quán Cua Một - Món Ngon Từ Cua	4	1	4
Quán Đặc Sản Hào Sữa - Nguyễn Thượng Hiền	10	2	5
Quán Đại Dương - Ẩm Thực Trung Hoa	32	8	4
Quán Đạt - Đặc Sản Phan Rang	13	4	3.25
Quán dê Thúy Ninh Quảng Ngãi - Nguyễn Thông	5	1	5
Quán Đông - Tô Hiến Thành	8	2	4
Quán Đồng Quê 2A - Quang Trung	8	2	4
Quán Đức Tâm	5	1	5
Quán Dũng Gà Ta	0	1	0
Quán Ếch Béo - Đội Cấn	5	1	5
Quán Ếch Nướng	12	3	4
Quán Gà Cơ Bắp	19	4	4.75
Quán Gà Cơ Bắp - Chuyên Các Món Gà	45	11	4.09
Quán Gà Nướng Ánh Tuyết	10	2	5
Quán Gà Nướng Ray	22	6	3.67
Quán Gì Đó - Đinh Tiên Hoàng	8	2	4
Quán Gì Đó - Mì Quảng & Bún Cá Cam	6	2	3
Quán Gì Đó - Mì Quảng Và Bún Cá Cam	60	15	4
Quán Hải Hiền - Quán Nhậu Bình Dân	12	3	4
Quán Hải Phòng - Cầy Chặt	6	2	3
Quán Hải Sản - Bùi Thị Xuân	8	2	4
Quán Hải Sản Bình Dân Nhà Tôi	3	1	3
Quán Healthy Farm - Mì Tự Chọn	8	2	4
Quán Hẻm - Món Tây phố Bùi Viện 	16	4	4
Quán hến ốc cô Tư thuỷ - Tôn Tất Thuyết	12	3	4
Quán HF Cafe	10	2	5
Quán Hồ Tây - Bún Chả, Bánh Tôm	0	2	0
Quán Hoa - Cua Nướng và Bia Tươi 	4	1	4
Quán Hỏa - Món Nướng Bình Dân	64	16	4
Quán Hoa Duyên - Món Quảng	6	2	3
Quán Hợp Lực - Chân Gà Quái Thú	4	1	4
Quán hủ tiếu - cafe Hưng Long	5	1	5
Quan Hue Mo Te	21	5	4.2
Quán Huế Nam Bình	10	2	5
Quán Hưng Long - Hủ Tiếu Mì	8	2	4
Quán Hương Vị Xưa	4	1	4
Quán kem - Hưng Phú	12	3	4
Quán Kem Patice 	4	1	4
Quán Khói	20	5	4
Quán Khói - Xiên Que Lẩu Nhúng & Món Nướng	14	4	3.5
Quán Không Tên - Bà Triệu	6	2	3
Quán khuya - Âu Dương Lân	4	1	4
Quán Kim - Mì Cay & Ăn Vặt Hàn Quốc	38	10	3.8
Quán Kim Liên - Bún đậu mắm tôm	16	4	4
Quán Kim's House Kem _ Trái Cây	5	1	5
Quán Lạ - Chả Giò Cá Bà Rịa	13	4	3.25
Quán Lạ Mà Quen 	20	5	4
Quán Lắc Kiu - Ăn Vặt	23	6	3.83
Quán Lắc Kiu - Hồng Bàng 	4	2	2
Quán Lâm Bô - Nguyễn Đình Chính	4	1	4
Quán Lâm Bô - Xiên Que & Lẩu Nhúng	7	2	3.5
Quán Làng Tôi - Hậu Giang	9	2	4.5
Quán Lẩu Dê - Lẩu Bò	18	6	3
Quán Lẩu Dê - Lẩu Bò 	8	2	4
Quán Lee Vu Coffee - Phan Văn Hớn	30	6	5
Quán LeoT - Bánh Pancake 	6	2	3
Quán Lộc Vừng - Bún Đậu Mắm Tôm	5	1	5
Quán MẸT - Bún đậu mắm tôm	44	11	4
Quán Mẹt Lá - Trương Quyền	32	8	4
Quán Mì 108 - Calmette	4	1	4
Quán Mì Quảng Sâm	4	1	4
Quán Minh - Lẩu Bò Dê Trương Định	6	2	3
Quán Minh Ký - Dimsum Bình Dân	5	2	2.5
Quán Mỏn - Đặc sản miền Trung	4	1	4
Quán Mỏn - Mì Quảng & Ram Bắp	8	2	4
Quán Mr. Ốc - Nướng & Lẩu	27	7	3.86
Quán Mưa Rừng - Lẩu Cá Kèo	12	3	4
Quán Mun - Quán Ăn Bình Dân	4	1	4
Quán Nậm - Bánh Huế	8	2	4
Quán Năm Bình - Hải Sản Cam Ranh	6	2	3
Quán Năm Tàu - Hủ Tiếu Nam Vang	8	2	4
Quán Nem Nướng 77	7	2	3.5
Quán Nga - Bún Mắm & Hủ Tiếu	4	1	4
Quán Ngã Ba Sông - Ẩm Thực 3 Miền	8	2	4
Quán Nghĩa Hàu	4	1	4
Quán Ngói - Nguyễn Trãi	35	7	5
Quán Ngói 2	9	2	4.5
Quán Ngói 2 - Trung Sơn	88	22	4
Quán Ngon - 31 Nguyễn Công Trứ	5	1	5
Quán Ngon 138 - Ẩm Thực Việt Nam	11	3	3.67
Quán Ngon Bắc - 31 Nguyễn Công Trứ	35	7	5
Quán Ngon Đệ Nhất	8	2	4
Quán Ngon Hà Nội	8	2	4
Quán Ngon Ngọc Hạnh - Lẩu Mắm	8	2	4
Quán Ngự Bình - Món Huế	12	3	4
Quán Nha Trang	4	1	4
Quán Nhậu - Bia Tô	5	1	5
Quán Nhậu 121 - Tim, Mề Gà Cháy Tỏi	17	5	3.4
Quán Nhậu 184 - Võ Văn Kiệt	9	2	4.5
Quán Nhớ - Hương vị miền Trung	20	5	4
Quán nước Hồi Xưa	12	3	4
Quán Nước Mía 93 - Cách Mạng Tháng 8	6	2	3
Quan Nuong	86	22	3.91
Quán Nướng 1/10	4	1	4
Quán Nướng 281	9	3	3
Quán Nướng 3T	16	4	4
Quán Nướng 5 Ku Station - Phổ Quang	7	2	3.5
Quán nướng Anh Mập - Lạc Long Quân	14	3	4.67
Quán Nướng B.P 	10	2	5
Quán Nướng Bò Cười	33	9	3.67
Quán Nướng Chu	4	1	4
Quán Nướng Cô Khanh	8	2	4
Quán Nướng Cô Nên	2	1	2
Quán Nướng Đà Lạt BBQ NO 1 - NU BBQ	5	1	5
Quán Nướng Giấy Bạc	30	8	3.75
Quán Nướng Hai Châu - Trưng Trắc	7	2	3.5
Quán Nướng Hố Nai - Trần Hưng Đạo	4	1	4
Quán Nướng Ngói - Nguyễn Trãi	20	6	3.33
Quán Nướng Ngói Sài Gòn	10	3	3.33
Quán Nướng Sá Lù	9	2	4.5
Quán Nướng Tin	8	2	4
Quán Nướng Út Thảo	8	2	4
Quán Nướng Út Thảo 	4	1	4
Quán Nướng Yaki	16	4	4
Quán Nướng Yaki - Đường CN1	0	1	0
Quán O Tú - Bún Bò Huế	12	3	4
Quán Ốc - Chợ Nguyễn Văn Trỗi	4	1	4
Quán Ốc - Đường 3 Tháng 2	8	2	4
Quán Ốc 2B	8	2	4
Quán Ốc 39 - Hưng Phú	9	2	4.5
Quán ốc 399 - Tây Thạnh	15	4	3.75
Quán Ốc 63 - Hải Sản Tươi Sống	4	1	4
Quán Ốc Bin	9	2	4.5
Quán ốc Chút Chít - Cách Mạng Tháng Tám	4	1	4
Quán Ốc Cô Tuyết - Hoàng Hoa Thám	27	7	3.86
Quán Ốc Hai Lùn 	8	2	4
Quán Ốc Hải Sản - Trần Văn Kiểu	1	1	1
Quán ốc Hội Ngộ - Dương Bá Trạc	10	2	5
Quán Ốc Hương - Lẩu Ốc  CMTT	4	1	4
Quán Ốc Loan - Nguyễn Thiện Thuật	9	2	4.5
Quán Ốc Luộc - Huỳnh Văn Bánh	16	4	4
Quán ốc Mai - Âu Dương Lân	10	2	5
Quán Ốc Mai - Trần Kế Xương	15	3	5
Quán Ốc Mập	11	3	3.67
Quán Ốc Nga - Nguyễn Đình Chiểu	8	2	4
Quán Ốc Ngọc Loan	7	2	3.5
Quán Ốc Ngon - Đất Thánh	19	5	3.8
Quán Ốc Nướng	5	1	5
Quán Ốc Siêu	5	1	5
Quán ốc Trạng	20	5	4
Quán Ốc Ty - Vĩnh Khánh	14	2	7
Quán Ốc Vũ - Vĩnh Khánh	4	1	4
Quán ốc Xinh	12	3	4
Quán Phá Lấu Bình Dân - Nguyễn Công Hoan	11	3	3.67
Quán Phan Rang Tháp Chàm - Bánh Căn	6	2	3
Quán Phở Hậu	14	4	3.5
Quán Phở Ngoon	4	1	4
Quán phở nhỏ lâu đời - Phạm Thế Hiển	4	2	2
Quán Phở Phượng - Hoàng Sa	8	2	4
Quán Phở Tín - Trần Hưng Đạo	8	2	4
Quán Phương - Bún Bắp Bò	4	1	4
Quán Phương - Bún Bắp Bò 	7	2	3.5
Quán Pong - Đặc sản Phan Rang	4	1	4
Quán Quang Gánh	4	1	4
Quán Quang Gánh - Bún Đậu Mắm Tôm	15	4	3.75
Quán Quẩy lên – Sao phải xoắn	16	4	4
Quán Rượu Cung Đình	13	3	4.33
Quán Sinh Tố 3 Cô	10	2	5
Quán Số 7 Ba Vân 	5	1	5
Quán Sơn Đẹp Trai	4	1	4
Quán Tài Vượng 2	15	3	5
Quán Tâm Ký	12	3	4
Quận Tân Bình	16	4	4
Quận tân phú	53	15	3.53
Quán Tèo - Món Lẩu & Nướng	8	2	4
Quán Thái Hà - Hải Sản Bình Châu	9	2	4.5
Quán Thanh Phương - Bánh Khọt	28	8	3.5
Quán Thảo - Bún Nước	8	2	4
Quán Thèm - Cháo Ếch 	8	2	4
Quán Thiên Ân	0	2	0
Quán Thiên Bảo - Bún Thịt Nướng	18	5	3.6
Quán thịt chuột không tên - Hóc Môn	3	5	0.6
Quán Thòi Lòi Biển	4	1	4
Quán Thuận An - Hoàng Sa	4	1	4
Quán Thuận Ký - Cơm Chiên & Mì Xào Giòn	4	1	4
Quan Thuy	21	7	3
Quán Thuý - Miến Cua 94	15	4	3.75
Quán tokbokki Đinh Tiên Hoàng - Món ngon xứ Hàn	25	8	3.12
Quán Tôm Hùm Nướng Noki	5	2	2.5
Quán Topokki - Món ngon xứ Hàn	9	3	3
Quán Trà Sữa #	16	4	4
Quán Trà Thiện Duyên - Trần Quang Khải	9	2	4.5
Quán Trang - Mì Quảng, Bánh Bèo & Món Quảng	13	6	2.17
Quán Trang - Nem nướng Đà Lạt	8	2	4
Quán Tre - Lẩu Tôm Càng 	4	1	4
Quán Tri Kỷ	4	1	4
Quán Tú - Nhậu Bình Dân	7	2	3.5
Quán Tư Mập - Cá Lóc Nướng	8	2	4
Quán Tui - Các Món Ăn Vặt	8	2	4
Quán Ù Pa - Kem Cá Phô Mai	7	2	3.5
Quan Ut Ut	352	81	4.35
Quán Ụt Ụt - Barbecue & Beer	72	18	4
Quán Vân - Bò Né & Cơm Chiên	4	2	2
Quán Văn Tỷ - Trái Cây Dĩa	8	2	4
Quán Vị Quà Vặt	4	1	4
Quán vú heo tép mỡ lề đường	25	5	5
Quán Xưa Đà Lạt	4	1	4
Quán Yến Nhi - Lẩu Bò Bình Dân	7	2	3.5
Quán Yoyo BBQ - Chuyên Các Món Nướng	20	5	4
Quán Zozo - Nướng & Lẩu	8	2	4
Quang Gánh - Bún đậu mắm tôm	24	6	4
Quảng Trường - Phố Đi Bộ Nguyễn Huệ	68	16	4.25
Quao's Saigon - Giao Hàng Tận Nơi	9	2	4.5
Quatar Nail Spa	8	2	4
Quẩy Lên	12	6	2
Quầy nước giải khát Cổng A - Tượng đài Chúa Kitô Vua	5	1	5
Quê Nhà Quán - Hoàng Đạo Thúy	4	1	4
Quế Phương - Kem Dĩa	10	2	5
Quê xưa - Mì Quảng, Bánh Tráng Thịt Heo	4	1	4
Queen Of Taco	105	30	3.5
Queen Plaza - Thành Thái	5	2	2.5
Queen Plaza 2 - Tiệc Cưới & Hội Nghị	7	2	3.5
QUI - Cuisine & Mixology	8	2	4
Quỳ Cafe - Lê Văn Sỹ	11	3	3.67
Quy Nhơn - Bình Định	4	1	4
Quỳnh Cafe - Nguyễn Trãi	3	1	3
Quynh Nguyen	8	2	4
Quỳnh Như	11	4	2.75
Quỳnh Như Foot Massage - 137 Hàm Nghi	16	5	3.2
Quỳnh Như Foot Massage - Trần Quốc Hoàn	7	2	3.5
QuynhAnh Sweet	0	3	0
R&B Tea - Ngô Đức Kế	20	5	4
R&J Italian Lounge & Restaurant	154	34	4.53
RADAR Tea & Coffee	9	2	4.5
Radar Tea & Coffee Station	40	10	4
Rainbow Choco	4	2	2
Rainbow Yogurt	24	6	4
Rainbow Yogurt - Chợ Lớn	20	6	3.33
Rainbow Yogurt - Hoàng Diệu 2	18	4	4.5
Rainbow Yogurt - Kinh Dương Vương	9	2	4.5
Rainbow Yogurt - Lê Quang Định	35	8	4.38
Rainbow Yogurt - Phạm Văn Đồng	7	2	3.5
Rainbow yogurt - Trần Hưng Đạo	20	5	4
Ramen Bar Suzuki	7	2	3.5
Rạn biển - Kì Đồng	15	3	5
Rạn Biển 3 - Trần Cao Vân	6	2	3
Rạn Biển 5 - Nam Kỳ Khởi Nghĩa	8	2	4
Rạn Biển Quán - Trần Cao Vân	4	1	4
Rạp Chiếu Phim Đống Đa	17	5	3.4
Rất Huế - Nhà Hàng Cafe - Lê Thánh Tôn	8	2	4
Rất Quảng Quán - Mì Quảng	29	6	4.83
Rau Câu - Bánh Flan Trái Dừa	4	1	4
Rau câu 3D - Gelli 	10	2	5
Rau Câu 3D Homemade - Shop Online	8	2	4
Rau câu dừa Cô Vân	5	1	5
Rau Câu Dừa Mimi - Cách Mạng Tháng 8	105	21	5
Rau cau dừa phô mai	5	1	5
Rau Câu Flan - Lê Quang Sung	5	1	5
Rau Cau Nuong Vo	4	1	4
Rau Câu Nương Võ	5	1	5
Rau Câu Nương Võ - Trung Thu Rau Câu	7	2	3.5
Rau câu phô mai	5	1	5
Rau Câu Phô Mai - Shop Online	13	3	4.33
Rau câu Phô mai Thảo Nu	0	6	0
ReadanDrink Coffee - Trần Quang Diệu	7	2	3.5
Red Apple - Trái Cây Tô	16	4	4
Red Code Cafe	27	7	3.86
Red House - Điện Biên Phủ	11	3	3.67
Red Tea House - Tô Hiến Thành	6	2	3
Red Tomato - Ẩm Thực Hàn	8	2	4
Redpot Foodcourt - Vincom B	18	6	3
Refresh	16	4	4
Refresh Coffee - Lê Văn Lương	63	13	4.85
Relax Garden - Thư Giãn Bên Bờ Sông	5	2	2.5
Relish & Sons	438	101	4.34
Relish & Sons - Kitchen Bar	10	2	5
Remnant Bingsu Kem Tuyết Korean - Bàu Cát	64	16	4
Remnant Cafe - Bàu Cát	44	11	4
Remnant Cafe - Nguyễn Thị Minh Khai	57	15	3.8
Remnant Cafe - Nguyễn Thị Thập	79	20	3.95
Reply 1986 Coffee	10	2	5
Republic Coffee - Thái Văn Lung	8	2	4
Reverie Saigon Hotel - Nguyễn Huệ	11	3	3.67
Rex Hotel	147	35	4.2
Rex Hotel - Nguyễn Huệ	15	5	3
Ricci Leon Coffee - Bình Chánh	24	6	4
Rich Coffee	6	2	3
Riêng Một Góc Trời Cafe - Đường Số 11	3	1	3
Riêu Cua Tôm	6	2	3
rinfoodconer	24	6	4
Rio Coffee - Lê Đức Thọ	5	1	5
Rio Coffee Shop - Sư Vạn Hạnh	7	2	3.5
Rise BBQ - Xiên Que 8K	22	5	4.4
Riverside Palace - Tiệc Cưới & Hội Nghị	45	12	3.75
Roast Beast	163	35	4.66
Rock House Pizza	4	1	4
Roll IceReam - Bờ Bao Tân Thắng	8	2	4
Rơm BBQ	24	6	4
Romance Cafe – Merperle Crystal Palace	10	2	5
Romantic Garden Cafe	12	4	3
Rong biển cháy tỏi - Da heo chiên muối ớt	15	3	5
Rong Biển Rang Tỏi Ớt Mè - Nguyễn Văn Luông	4	1	4
RORO	15	5	3
Rose Cafe - Không Gian Thiên Nhiên	4	2	2
Rose Garden	284	62	4.58
Rosemary Garden - Steak & Cafe	16	4	4
ROU Vegetarian	42	14	3
ROU Vegetarian Restaurant - Quán Chay	12	3	4
Rove - Bánh Cá Nướng Taiyaki	81	20	4.05
Royal Garden - Cantonese Cuisine	26	6	4.33
Royal Garden - Cantonese Cuisine - Ẩm Thực Trung Hoa	7	2	3.5
Royal Saigon Restaurant	722	153	4.72
Royal Tea House	20	5	4
Royal Tea House by Tiến Đạt	10	2	5
Ru Pho Bar	279	62	4.5
Ruby - Karaoke 	7	2	3.5
Rụm - Cơm Cháy Nhà Làm - Bán Hàng Online	15	3	5
RuNam Bistro - Drinks & Desserts	68	17	4
RuNam Bistro - Paster	4	1	4
Runam Bistro - Trần Phú	4	1	4
Rừng Hoang Bảy Mẫu	8	2	4
Rượu Bàu Đá Hiền	0	1	0
Russian Shop - Đặc Sản Nga	7	2	3.5
S Cafe	16	4	4
Sa Sin - Mì Cay 7 Cấp Độ Hàn Quốc	4	2	2
Sả Spa	16	4	4
Sadec Quan	129	29	4.45
Sadec Quán - Hủ Tiếu & Bánh Tằm	8	2	4
Sadec Quán - Hủ Tiếu (hủ tíu) & Bánh Tằm	24	6	4
Saffron	427	93	4.59
Saffron Mediterranean Bistro	7	2	3.5
Sago - Nhà Hàng Sân Vườn (Long Phụng cũ)	6	2	3
Sahraan - Nhà Hàng Ả Rập	17	4	4.25
Sài Gòn 1980 Cà Phê - Trần Phú	9	2	4.5
Sài Gòn Đẹp Lắm	8	2	4
Sai Gon English Club - Bùi Thị Xuân	9	2	4.5
Sài Gòn Givral Bakery - Cao Thắng	7	2	3.5
Sài Gòn Givral Bakery - Đinh Tiên Hoàng	8	2	4
Sài Gòn Givral Bakery - Gò Vấp	8	2	4
Sài Gòn Givral Bakery - Hậu Giang	4	1	4
Sài Gòn Givral Bakery - Nguyễn Văn Trỗi	12	3	4
Sài Gòn Givral Bakery - Phạm Hùng	10	2	5
Sài Gòn Givral Bakery - Phan Xích Long	9	2	4.5
Sài Gòn Givral Bakery - Quang Trung	4	1	4
Sài Gòn Hà Nội Hotel	8	2	4
Sài Gòn HD Cafe	5	1	5
Sài Gòn Ơi Cafe - Nguyễn Huệ	104	26	4
Sài Gòn Phố Palace - Huỳnh Tấn Phát	8	2	4
Sài Gòn Vặt	85	20	4.25
Sài Gòn Vặt - Ẩm Thực Đường Phố Đa Quốc Gia	16	4	4
Sai Gon View Karaoke 	10	3	3.33
Sài Gòn Wao	5	1	5
Sài Gòn Xưa Cafe - Độc Lập	10	2	5
Saigon - Vieux Coffee	15	4	3.75
Saigon Boat Company.	8	2	4
Saigon Café	4	1	4
Saigon Cafe - Buffet Món Tây Sheraton Hotel	6	2	3
Saigon Cafe - Thành Thái	4	1	4
SaiGon Chic Cafe	12	4	3
SaiGon Chic Cafe - đường 27	48	12	4
SaiGon Coffee & Tea Express	4	1	4
Saigon Coffee Club	195	45	4.33
SaiGon Coffee Roastery	157	32	4.91
Saigon Garden	41	9	4.56
Saigon Garden 	61	16	3.81
Saigon Holiday Market	10	3	3.33
Saigon Holiday Market - Nguyễn Du	8	2	4
Saigon Hostel One	4	1	4
Saigon Indian	85	25	3.4
Saigon Juice	17	9	1.89
Saigon Kebab	38	12	3.17
Saigon Market - Sân bay Tân Sơn Nhất nội địa	6	2	3
Saigon Outcast - Container & Nghệ Thuật	11	3	3.67
Saigon Panam Kebab	5	1	5
Saigon Retro Cafe	8	2	4
Saigon River Club 	8	2	4
Saigon Soup Company	39	8	4.88
Saigon Steak 123	5	1	5
Saigon Vegan	193	43	4.49
Saigon Xiteen Cake	4	1	4
Saigon Xiteen Cakes 	7	2	3.5
Saigon’s Lookout - Steak Frites	19	5	3.8
Saigon's Best Coffee	4	1	4
Sailing Club Nha Trang Resort	3	1	3
Saint 44	22	7	3.14
Sakana Grill	88	20	4.4
Sake - Trà Đào & Ăn Vặt	30	6	5
Sakê chiên giòn - Quốc Hương	3	1	3
Sakê chiên giòn - Vĩnh Viễn	5	1	5
‎Sakura - Japanese Restaurant - Nguyễn Thị Thập	32	8	4
Sakura BBQ 	3	1	3
Sakura Matsuri - Ẩm Thực Nhật Bản	8	2	4
Sakura Matsuri Restaurant - Hồ Tùng Mậu	9	2	4.5
Sakura No Takoyaki - Bánh Bạch Tuộc Nhật	81	22	3.68
Sakura Việt Nam - Sushi Nhật Bản	56	16	3.5
Sala Spa	4	1	4
Salad Trộn Siêu Sạch - Shop Online	9	2	4.5
Salad Trộn Siêu Sạch Green Jar - Shop Online	10	2	5
Sale 4 Share	8	2	4
Sale 4Share	4	1	4
Sale Hunter - Lê Văn Sỹ	21	5	4.2
Sale Hunter - Nguyễn Văn Trỗi	5	1	5
Salon Hằng Hoàng	0	2	0
Sâm Bí Đao Miki	8	2	4
SAMBA - Brazillian Steakhouse Churrascaria	33	7	4.71
sampanpo	0	1	0
SamYan - Ẩm Thực Thái	4	1	4
Sân Bay Quốc Tế Tân Sơn Nhất	16	4	4
Sân Chơi Kidsyard 1 - Saigon Superbowl	8	2	4
San Fu Lou - Ẩm Thực Trung Hoa	56	14	4
San Fu Lou - Cantonese Kitchen	251	56	4.48
San Fu Lou - Cantonese Kitchen - Phan Xích Long	64	14	4.57
San Fu Lou - Cantonese Kitchen - Phan Xích Long 	50	13	3.85
Sân Khấu Ca Nhạc Lan Anh	7	2	3.5
